protein_id	t6ss_system	source_acc	start	end	organism	component
T6CP004060	T6SS00395	NC_014121	1560568	1561092	Enterobacter cloacae subsp. cloacae ATCC 13047	TssB
T6CP004061	T6SS00395	NC_014121	1561096	1562595	Enterobacter cloacae subsp. cloacae ATCC 13047	TssC
T6CP004062	T6SS00395	NC_014121	1562931	1563413	Enterobacter cloacae subsp. cloacae ATCC 13047	TssD
T6CP004063	T6SS00395	NC_014121	1568782	1569345	Enterobacter cloacae subsp. cloacae ATCC 13047	TssE
T6CP004064	T6SS00395	NC_014121	1569348	1571219	Enterobacter cloacae subsp. cloacae ATCC 13047	TssF
T6CP004065	T6SS00395	NC_014121	1571216	1572259	Enterobacter cloacae subsp. cloacae ATCC 13047	TssG
T6CP004066	T6SS00395	NC_014121	1572298	1574913	Enterobacter cloacae subsp. cloacae ATCC 13047	TssH
T6CP004067	T6SS00395	NC_014121	1582007	1583935	Enterobacter cloacae subsp. cloacae ATCC 13047	TssI
T6CP011829	T6SS00395	NC_014121	1564401	1566170	Enterobacter cloacae subsp. cloacae ATCC 13047	FHA
T6CP012788	T6SS00395	NC_014121	1567977	1568789	Enterobacter cloacae subsp. cloacae ATCC 13047	TagJ
T6CP004069	T6SS00396	NC_014121	1819466	1819957	Enterobacter cloacae subsp. cloacae ATCC 13047	TssB
T6CP004070	T6SS00396	NC_014121	1819999	1821540	Enterobacter cloacae subsp. cloacae ATCC 13047	TssC
T6CP004071	T6SS00396	NC_014121	1821558	1822898	Enterobacter cloacae subsp. cloacae ATCC 13047	TssK
T6CP004072	T6SS00396	NC_014121	1825083	1827341	Enterobacter cloacae subsp. cloacae ATCC 13047	TssH
T6CP004073	T6SS00396	NC_014121	1834869	1838342	Enterobacter cloacae subsp. cloacae ATCC 13047	TssM
T6CP004074	T6SS00396	NC_014121	1841163	1842659	Enterobacter cloacae subsp. cloacae ATCC 13047	TssF
T6CP004075	T6SS00396	NC_014121	1842623	1843708	Enterobacter cloacae subsp. cloacae ATCC 13047	TssG
T6CP004076	T6SS00396	NC_014121	1843686	1844231	Enterobacter cloacae subsp. cloacae ATCC 13047	TssJ
T6CP004077	T6SS00396	NC_014121	1844231	1844686	Enterobacter cloacae subsp. cloacae ATCC 13047	TssE
T6CP009321	T6SS00396	NC_014121	1822895	1823587	Enterobacter cloacae subsp. cloacae ATCC 13047	TssL
T6CP009327	T6SS00396	NC_014121	1844710	1846026	Enterobacter cloacae subsp. cloacae ATCC 13047	TssA
T6CP009510	T6SS00396	NC_014121	1838342	1839940	Enterobacter cloacae subsp. cloacae ATCC 13047	TssA
T6CP011831	T6SS00396	NC_014121	1823680	1825107	Enterobacter cloacae subsp. cloacae ATCC 13047	TagL
T6CP004615	T6SS00443	NC_015572	915765	916805	Methylomonas methanica MC09	TssA
T6CP004616	T6SS00443	NC_015572	916832	917368	Methylomonas methanica MC09	TssB
T6CP004617	T6SS00443	NC_015572	917372	918862	Methylomonas methanica MC09	TssC
T6CP004618	T6SS00443	NC_015572	918983	919465	Methylomonas methanica MC09	TssD
T6CP004619	T6SS00443	NC_015572	920347	920850	Methylomonas methanica MC09	TssE
T6CP004620	T6SS00443	NC_015572	920853	922736	Methylomonas methanica MC09	TssF
T6CP004621	T6SS00443	NC_015572	922700	923764	Methylomonas methanica MC09	TssG
T6CP004622	T6SS00443	NC_015572	923804	926524	Methylomonas methanica MC09	TssH
T6CP012805	T6SS00443	NC_015572	919535	920344	Methylomonas methanica MC09	TagJ
T6CP005135	T6SS00463	NC_017626	4853394	4854938	Escherichia coli 042	TssC
T6CP005136	T6SS00463	NC_017626	4870248	4873637	Escherichia coli 042	TssM
T6CP005137	T6SS00463	NC_017626	4875937	4877700	Escherichia coli 042	TssF
T6CP005138	T6SS00463	NC_017626	4877655	4878755	Escherichia coli 042	TssG
T6CP005139	T6SS00463	NC_017626	4878736	4879272	Escherichia coli 042	TssJ
T6CP005140	T6SS00463	NC_017626	4879275	4879706	Escherichia coli 042	TssE
T6CP005160	T6SS00463	NC_017626	4852875	4853372	Escherichia coli 042	TssB
T6CP005161	T6SS00463	NC_017626	4854954	4856291	Escherichia coli 042	TssK
T6CP005162	T6SS00463	NC_017626	4859340	4861997	Escherichia coli 042	TssH
T6CP005163	T6SS00463	NC_017626	4863083	4865608	Escherichia coli 042	TssI
T6CP009062	T6SS00463	NC_017626	4858680	4859171	Escherichia coli 042	TssD
T6CP009064	T6SS00463	NC_017626	4884070	4885437	Escherichia coli 042	TssA
T6CP009328	T6SS00463	NC_017626	4856288	4856941	Escherichia coli 042	TssL
T6CP009339	T6SS00463	NC_017626	4873637	4875235	Escherichia coli 042	TssA
T6CP011358	T6SS00463	NC_017626	4856944	4858674	Escherichia coli 042	TagL
T6CP011359	T6SS00463	NC_017626	4868837	4869103	Escherichia coli 042	PAAR
T6CP005141	T6SS00464	NC_017626	4893076	4893552	Escherichia coli 042	TssB
T6CP005142	T6SS00464	NC_017626	4893555	4895033	Escherichia coli 042	TssC
T6CP005143	T6SS00464	NC_017626	4895974	4897776	Escherichia coli 042	TssF
T6CP005144	T6SS00464	NC_017626	4897767	4898699	Escherichia coli 042	TssG
T6CP005145	T6SS00464	NC_017626	4898712	4900694	Escherichia coli 042	TssI
T6CP005146	T6SS00464	NC_017626	4901485	4902561	Escherichia coli 042	TssA
T6CP005147	T6SS00464	NC_017626	4903139	4904551	Escherichia coli 042	TssK
T6CP005148	T6SS00464	NC_017626	4904890	4905480	Escherichia coli 042	TssL
T6CP005149	T6SS00464	NC_017626	4908894	4911443	Escherichia coli 042	TssH
T6CP009063	T6SS00464	NC_017626	4905486	4908890	Escherichia coli 042	TssM
T6CP009340	T6SS00464	NC_017626	4895559	4895981	Escherichia coli 042	TssE
T6CP009341	T6SS00464	NC_017626	4902569	4903120	Escherichia coli 042	TssJ
T6CP011360	T6SS00464	NC_017626	4901182	4901481	Escherichia coli 042	PAAR
T6CP004813	T6SS00466	NC_007880	102157	102558	Francisella tularensis subsp. holarctica LVS	PdpD
T6CP004815	T6SS00466	NC_007880	102852	103406	Francisella tularensis subsp. holarctica LVS	TssB
T6CP004816	T6SS00466	NC_007880	103420	104940	Francisella tularensis subsp. holarctica LVS	TssC
T6CP004817	T6SS00466	NC_007880	104957	105586	Francisella tularensis subsp. holarctica LVS	IglC
T6CP004818	T6SS00466	NC_007880	105607	106803	Francisella tularensis subsp. holarctica LVS	IglD
T6CP004819	T6SS00466	NC_007880	106810	107385	Francisella tularensis subsp. holarctica LVS	PdpE
T6CP004820	T6SS00466	NC_007880	107403	111389	Francisella tularensis subsp. holarctica LVS	PdpC
T6CP004821	T6SS00466	NC_007880	111429	112202	Francisella tularensis subsp. holarctica LVS	IglJ
T6CP004822	T6SS00466	NC_007880	112168	113319	Francisella tularensis subsp. holarctica LVS	IglI
T6CP004823	T6SS00466	NC_007880	113341	113964	Francisella tularensis subsp. holarctica LVS	TssL
T6CP004824	T6SS00466	NC_007880	113977	115407	Francisella tularensis subsp. holarctica LVS	IglH
T6CP004825	T6SS00466	NC_007880	115420	115941	Francisella tularensis subsp. holarctica LVS	IglG
T6CP004826	T6SS00466	NC_007880	116009	117673	Francisella tularensis subsp. holarctica LVS	IglF
T6CP004827	T6SS00466	NC_007880	117678	118172	Francisella tularensis subsp. holarctica LVS	TssI
T6CP004828	T6SS00466	NC_007880	118185	118562	Francisella tularensis subsp. holarctica LVS	IglE
T6CP004829	T6SS00466	NC_007880	118552	121833	Francisella tularensis subsp. holarctica LVS	PdpB
T6CP004830	T6SS00466	NC_007880	121838	124300	Francisella tularensis subsp. holarctica LVS	PdpA
T6CP004831	T6SS00467	NC_007880	1096796	1097197	Francisella tularensis subsp. holarctica LVS	PdpD
T6CP004833	T6SS00467	NC_007880	1097491	1098045	Francisella tularensis subsp. holarctica LVS	TssB
T6CP004834	T6SS00467	NC_007880	1098059	1099579	Francisella tularensis subsp. holarctica LVS	TssC
T6CP004835	T6SS00467	NC_007880	1099596	1100225	Francisella tularensis subsp. holarctica LVS	IglC
T6CP004836	T6SS00467	NC_007880	1100246	1101442	Francisella tularensis subsp. holarctica LVS	IglD
T6CP004837	T6SS00467	NC_007880	1101449	1102024	Francisella tularensis subsp. holarctica LVS	PdpE
T6CP004838	T6SS00467	NC_007880	1102042	1106028	Francisella tularensis subsp. holarctica LVS	PdpC
T6CP004839	T6SS00467	NC_007880	1106068	1106841	Francisella tularensis subsp. holarctica LVS	IglJ
T6CP004840	T6SS00467	NC_007880	1106807	1107958	Francisella tularensis subsp. holarctica LVS	IglI
T6CP004841	T6SS00467	NC_007880	1107980	1108603	Francisella tularensis subsp. holarctica LVS	TssL
T6CP004842	T6SS00467	NC_007880	1108616	1110046	Francisella tularensis subsp. holarctica LVS	IglH
T6CP004843	T6SS00467	NC_007880	1110059	1110580	Francisella tularensis subsp. holarctica LVS	IglG
T6CP004844	T6SS00467	NC_007880	1110648	1112312	Francisella tularensis subsp. holarctica LVS	IglF
T6CP004845	T6SS00467	NC_007880	1112317	1112811	Francisella tularensis subsp. holarctica LVS	TssI
T6CP004846	T6SS00467	NC_007880	1112824	1113201	Francisella tularensis subsp. holarctica LVS	IglE
T6CP004847	T6SS00467	NC_007880	1113191	1116472	Francisella tularensis subsp. holarctica LVS	PdpB
T6CP004848	T6SS00467	NC_007880	1116477	1118939	Francisella tularensis subsp. holarctica LVS	PdpA
T6CP005674	T6SS00535	NC_016810	304656	305711	Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344	TssA
T6CP005675	T6SS00535	NC_016810	305722	306717	Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344	TssG
T6CP005676	T6SS00535	NC_016810	306714	308597	Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344	TssF
T6CP005677	T6SS00535	NC_016810	308613	309107	Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344	TssE
T6CP005678	T6SS00535	NC_016810	311185	313824	Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344	TssH
T6CP005679	T6SS00535	NC_016810	313924	314466	Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344	TssB
T6CP005680	T6SS00535	NC_016810	314490	315983	Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344	TssC
T6CP005681	T6SS00535	NC_016810	316869	317354	Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344	TssD
T6CP005682	T6SS00535	NC_016810	318655	319140	Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344	TssD
T6CP005683	T6SS00535	NC_016810	319207	319743	Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344	TssJ
T6CP005684	T6SS00535	NC_016810	319747	321090	Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344	TssK
T6CP005685	T6SS00535	NC_016810	321087	322391	Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344	TssL
T6CP005686	T6SS00535	NC_016810	323837	327706	Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344	TssM
T6CP005687	T6SS00535	NC_016810	329849	332038	Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344	TssI
T6CP011973	T6SS00535	NC_016810	332521	336123	Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344	PAAR
T6CP012821	T6SS00535	NC_016810	309104	309928	Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344	TagJ
T6CP005717	T6SS00539	NC_016830	2807673	2809682	Pseudomonas fluorescens F113	TssI
T6CP005718	T6SS00539	NC_016830	2810386	2812929	Pseudomonas fluorescens F113	TssH
T6CP005719	T6SS00539	NC_016830	2812931	2813956	Pseudomonas fluorescens F113	TssG
T6CP005720	T6SS00539	NC_016830	2813920	2815710	Pseudomonas fluorescens F113	TssF
T6CP005721	T6SS00539	NC_016830	2816151	2816648	Pseudomonas fluorescens F113	TssD
T6CP005722	T6SS00539	NC_016830	2816880	2818361	Pseudomonas fluorescens F113	TssC
T6CP005723	T6SS00539	NC_016830	2818392	2818952	Pseudomonas fluorescens F113	TssB
T6CP005724	T6SS00539	NC_016830	2819691	2821022	Pseudomonas fluorescens F113	TssK
T6CP005725	T6SS00539	NC_016830	2821802	2825626	Pseudomonas fluorescens F113	TssM
T6CP005726	T6SS00539	NC_016830	2825623	2826705	Pseudomonas fluorescens F113	TssA
T6CP008972	T6SS00539	NC_016830	2821041	2821805	Pseudomonas fluorescens F113	TssL
T6CP008973	T6SS00539	NC_016830	2815694	2816137	Pseudomonas fluorescens F113	TssE
T6CP005727	T6SS00540	NC_016830	6672386	6675886	Pseudomonas fluorescens F113	TssM
T6CP005728	T6SS00540	NC_016830	6675883	6677193	Pseudomonas fluorescens F113	TssL
T6CP005729	T6SS00540	NC_016830	6677200	6678534	Pseudomonas fluorescens F113	TssK
T6CP005730	T6SS00540	NC_016830	6678550	6679056	Pseudomonas fluorescens F113	TssJ
T6CP005731	T6SS00540	NC_016830	6681052	6682089	Pseudomonas fluorescens F113	TssA
T6CP005732	T6SS00540	NC_016830	6682171	6682677	Pseudomonas fluorescens F113	TssB
T6CP005733	T6SS00540	NC_016830	6682680	6684176	Pseudomonas fluorescens F113	TssC
T6CP005734	T6SS00540	NC_016830	6684399	6684887	Pseudomonas fluorescens F113	TssD
T6CP005735	T6SS00540	NC_016830	6685849	6686361	Pseudomonas fluorescens F113	TssE
T6CP005736	T6SS00540	NC_016830	6686358	6688217	Pseudomonas fluorescens F113	TssF
T6CP005737	T6SS00540	NC_016830	6688181	6689230	Pseudomonas fluorescens F113	TssG
T6CP005738	T6SS00540	NC_016830	6689223	6691913	Pseudomonas fluorescens F113	TssH
T6CP005739	T6SS00540	NC_016830	6692072	6694009	Pseudomonas fluorescens F113	TssI
T6CP011977	T6SS00540	NC_016830	6679125	6680636	Pseudomonas fluorescens F113	FHA
T6CP011978	T6SS00540	NC_016830	6694475	6698914	Pseudomonas fluorescens F113	PAAR
T6CP012522	T6SS00540	NC_016830	6667897	6670995	Pseudomonas fluorescens F113	PpkA
T6CP012523	T6SS00540	NC_016830	6671004	6671735	Pseudomonas fluorescens F113	PppA
T6CP012524	T6SS00540	NC_016830	6671736	6672389	Pseudomonas fluorescens F113	TagF
T6CP005798	T6SS00548	NC_016845	2326237	2326728	Klebsiella pneumoniae subsp. pneumoniae HS11286	TssB
T6CP005799	T6SS00548	NC_016845	2326771	2328315	Klebsiella pneumoniae subsp. pneumoniae HS11286	TssC
T6CP005800	T6SS00548	NC_016845	2328325	2329668	Klebsiella pneumoniae subsp. pneumoniae HS11286	TssK
T6CP005801	T6SS00548	NC_016845	2332818	2335472	Klebsiella pneumoniae subsp. pneumoniae HS11286	TssH
T6CP005802	T6SS00548	NC_016845	2335474	2337843	Klebsiella pneumoniae subsp. pneumoniae HS11286	TssI
T6CP005803	T6SS00548	NC_016845	2344840	2348265	Klebsiella pneumoniae subsp. pneumoniae HS11286	TssM
T6CP005804	T6SS00548	NC_016845	2349937	2351691	Klebsiella pneumoniae subsp. pneumoniae HS11286	TssF
T6CP005805	T6SS00548	NC_016845	2351655	2352740	Klebsiella pneumoniae subsp. pneumoniae HS11286	TssG
T6CP005806	T6SS00548	NC_016845	2352718	2353260	Klebsiella pneumoniae subsp. pneumoniae HS11286	TssJ
T6CP008981	T6SS00548	NC_016845	2329665	2330354	Klebsiella pneumoniae subsp. pneumoniae HS11286	TssL
T6CP008982	T6SS00548	NC_016845	2332062	2332553	Klebsiella pneumoniae subsp. pneumoniae HS11286	TssD
T6CP009367	T6SS00548	NC_016845	2348265	2348672	Klebsiella pneumoniae subsp. pneumoniae HS11286	TssA
T6CP011986	T6SS00548	NC_016845	2343463	2343720	Klebsiella pneumoniae subsp. pneumoniae HS11286	PAAR
T6CP011987	T6SS00548	NC_016845	2330351	2332057	Klebsiella pneumoniae subsp. pneumoniae HS11286	TagL
T6CP005827	T6SS00551	NC_016856	305365	306420	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	TssA
T6CP005828	T6SS00551	NC_016856	306431	307426	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	TssG
T6CP005829	T6SS00551	NC_016856	307423	309306	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	TssF
T6CP005830	T6SS00551	NC_016856	309322	309816	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	TssE
T6CP005831	T6SS00551	NC_016856	311894	314533	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	TssH
T6CP005832	T6SS00551	NC_016856	314633	315175	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	TssB
T6CP005833	T6SS00551	NC_016856	315199	316692	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	TssC
T6CP005834	T6SS00551	NC_016856	317578	318063	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	TssD
T6CP005835	T6SS00551	NC_016856	319364	319849	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	TssD
T6CP005836	T6SS00551	NC_016856	319916	320452	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	TssJ
T6CP005837	T6SS00551	NC_016856	320456	321799	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	TssK
T6CP005838	T6SS00551	NC_016856	321796	323100	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	TssL
T6CP005839	T6SS00551	NC_016856	324546	328415	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	TssM
T6CP005840	T6SS00551	NC_016856	330558	332747	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	TssI
T6CP011991	T6SS00551	NC_016856	333236	337330	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	PAAR
T6CP012825	T6SS00551	NC_016856	309813	310637	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	TagJ
T6CP007565	T6SS00719	NC_019955	1464178	1466850	Vibrio parahaemolyticus BB22OP	TssH
T6CP007566	T6SS00719	NC_019955	1467896	1469974	Vibrio parahaemolyticus BB22OP	TssI
T6CP007567	T6SS00719	NC_019955	1477605	1478111	Vibrio parahaemolyticus BB22OP	TssB
T6CP007568	T6SS00719	NC_019955	1478120	1479595	Vibrio parahaemolyticus BB22OP	TssC
T6CP007569	T6SS00719	NC_019955	1480078	1481826	Vibrio parahaemolyticus BB22OP	TssF
T6CP007570	T6SS00719	NC_019955	1481823	1482821	Vibrio parahaemolyticus BB22OP	TssG
T6CP007571	T6SS00719	NC_019955	1483370	1486759	Vibrio parahaemolyticus BB22OP	TssM
T6CP007572	T6SS00719	NC_019955	1490718	1491218	Vibrio parahaemolyticus BB22OP	TssJ
T6CP007573	T6SS00719	NC_019955	1491230	1492555	Vibrio parahaemolyticus BB22OP	TssK
T6CP007574	T6SS00719	NC_019955	1492552	1493343	Vibrio parahaemolyticus BB22OP	TssL
T6CP009232	T6SS00719	NC_019955	1476004	1477578	Vibrio parahaemolyticus BB22OP	TssA
T6CP009233	T6SS00719	NC_019955	1467305	1467823	Vibrio parahaemolyticus BB22OP	TssD
T6CP009234	T6SS00719	NC_019955	1479657	1480067	Vibrio parahaemolyticus BB22OP	TssE
T6CP009649	T6SS00719	NC_019955	1486781	1488076	Vibrio parahaemolyticus BB22OP	TssA
T6CP012218	T6SS00719	NC_019955	1489205	1490725	Vibrio parahaemolyticus BB22OP	FHA
T6CP007575	T6SS00720	NC_019971	1048650	1050485	Vibrio parahaemolyticus BB22OP	TssI
T6CP007576	T6SS00720	NC_019971	1050543	1051022	Vibrio parahaemolyticus BB22OP	TssD
T6CP007577	T6SS00720	NC_019971	1051228	1053795	Vibrio parahaemolyticus BB22OP	TssH
T6CP007578	T6SS00720	NC_019971	1053806	1054771	Vibrio parahaemolyticus BB22OP	TssG
T6CP007579	T6SS00720	NC_019971	1054768	1056591	Vibrio parahaemolyticus BB22OP	TssF
T6CP007580	T6SS00720	NC_019971	1056588	1057052	Vibrio parahaemolyticus BB22OP	TssE
T6CP007581	T6SS00720	NC_019971	1057869	1059380	Vibrio parahaemolyticus BB22OP	TssC
T6CP007582	T6SS00720	NC_019971	1059436	1060929	Vibrio parahaemolyticus BB22OP	TssC
T6CP007583	T6SS00720	NC_019971	1060929	1061459	Vibrio parahaemolyticus BB22OP	TssB
T6CP007584	T6SS00720	NC_019971	1064069	1067587	Vibrio parahaemolyticus BB22OP	TssM
T6CP007585	T6SS00720	NC_019971	1067603	1068895	Vibrio parahaemolyticus BB22OP	TssL
T6CP007586	T6SS00720	NC_019971	1068907	1070232	Vibrio parahaemolyticus BB22OP	TssK
T6CP007587	T6SS00720	NC_019971	1070254	1070709	Vibrio parahaemolyticus BB22OP	TssJ
T6CP009235	T6SS00720	NC_019971	1061475	1062596	Vibrio parahaemolyticus BB22OP	TssA
T6CP012219	T6SS00720	NC_019971	1070719	1071915	Vibrio parahaemolyticus BB22OP	FHA
T6CP012862	T6SS00720	NC_019971	1057061	1057858	Vibrio parahaemolyticus BB22OP	TagJ
T6CP008065	T6SS00764	NC_021237	6697981	6701487	Pseudomonas protegens CHA0	TssM
T6CP008066	T6SS00764	NC_021237	6701484	6702809	Pseudomonas protegens CHA0	TssL
T6CP008067	T6SS00764	NC_021237	6702816	6704150	Pseudomonas protegens CHA0	TssK
T6CP008068	T6SS00764	NC_021237	6704166	6704672	Pseudomonas protegens CHA0	TssJ
T6CP008069	T6SS00764	NC_021237	6706614	6707633	Pseudomonas protegens CHA0	TssA
T6CP008070	T6SS00764	NC_021237	6707715	6708230	Pseudomonas protegens CHA0	TssB
T6CP008071	T6SS00764	NC_021237	6708247	6709740	Pseudomonas protegens CHA0	TssC
T6CP008072	T6SS00764	NC_021237	6709859	6710347	Pseudomonas protegens CHA0	TssD
T6CP008073	T6SS00764	NC_021237	6710508	6711023	Pseudomonas protegens CHA0	TssE
T6CP008074	T6SS00764	NC_021237	6711020	6712879	Pseudomonas protegens CHA0	TssF
T6CP008075	T6SS00764	NC_021237	6712843	6713895	Pseudomonas protegens CHA0	TssG
T6CP008076	T6SS00764	NC_021237	6713888	6716563	Pseudomonas protegens CHA0	TssH
T6CP008077	T6SS00764	NC_021237	6716694	6718631	Pseudomonas protegens CHA0	TssI
T6CP012265	T6SS00764	NC_021237	6704737	6706221	Pseudomonas protegens CHA0	FHA
T6CP012266	T6SS00764	NC_021237	6719085	6723545	Pseudomonas protegens CHA0	PAAR
T6CP012592	T6SS00764	NC_021237	6693510	6696593	Pseudomonas protegens CHA0	PpkA
T6CP012593	T6SS00764	NC_021237	6696596	6697330	Pseudomonas protegens CHA0	PppA
T6CP012594	T6SS00764	NC_021237	6697331	6697984	Pseudomonas protegens CHA0	TagF
T6CP010969	T6SS00787	JN837480	471	950	Escherichia coli RS218	TssD
T6CP010970	T6SS00787	JN837480	968	2326	Escherichia coli RS218	TssA
T6CP010971	T6SS00787	JN837480	2337	5354	Escherichia coli RS218	TssM
T6CP010972	T6SS00787	JN837480	5386	5865	Escherichia coli RS218	TssM
T6CP010973	T6SS00787	JN837480	5885	7327	Escherichia coli RS218	TssA
T6CP010974	T6SS00787	JN837480	5885	7327	Escherichia coli RS218	TssA
T6CP010975	T6SS00787	JN837480	8072	9130	Escherichia coli RS218	TssH
T6CP010976	T6SS00787	JN837480	9085	9714	Escherichia coli RS218	TssH
T6CP010977	T6SS00787	JN837480	9686	10834	Escherichia coli RS218	TssH
T6CP010978	T6SS00787	JN837480	10844	11608	Escherichia coli RS218	TssL
T6CP010979	T6SS00787	JN837480	11613	12959	Escherichia coli RS218	TssK
T6CP010980	T6SS00787	JN837480	12962	13486	Escherichia coli RS218	TssJ
T6CP010981	T6SS00787	JN837480	14781	15830	Escherichia coli RS218	TssG
T6CP010982	T6SS00787	JN837480	15794	17635	Escherichia coli RS218	TssF
T6CP010983	T6SS00787	JN837480	17641	18066	Escherichia coli RS218	TssE
T6CP010984	T6SS00787	JN837480	18071	19126	Escherichia coli RS218	TssC
T6CP010985	T6SS00787	JN837480	19089	19556	Escherichia coli RS218	TssC
